timestamp,duration
1630679474402,1120
1630679475522,1480
1630679477002,1680
1630679478682,1080
1630679479762,1360
1630679481122,1200
1630679482322,1640
1630679483962,920
1630679484882,1400
1630679486282,1280
1630679487562,1320
1630679488882,2960
1630679491842,1280
1630679493122,960
1630679494082,2480
1630679496562,2520
1630679499082,1080
1630679500162,1400
1630679501562,1440
1630679503002,1160
1630679504162,1200
1630679505362,1120
1630679506482,1480
1630679507962,1080
1630679509042,1680
1630679510722,2480
1630679513202,2600
1630679515802,960
1630679516762,1000
1630679517762,1520
1630679519282,840
1630679520122,1520
1630679521642,1000
1630679522642,1240
1630679523882,1160
1630679525042,1360
1630679526402,1160
1630679527562,1360
1630679528922,1240
1630679530162,1720
1630679531882,2680
1630679534562,1280
1630679535842,1800
1630679537642,1640
1630679539282,1480
1630679540762,1920
1630679542682,2080
1630679544762,2640
1630679547402,1960
1630679549362,1840
1630679551202,1920
1630679553122,1880
1630679555002,1920
1630679556922,1840
1630679558762,1880
1630679560642,1760
1630679562402,1960
1630679564362,2120
1630679566482,2520
1630679569002,2880
1630679571882,1840
1630679573722,1880
1630679575602,2080
1630679577682,1920
1630679579602,1880
1630679581482,1680
1630679583162,1920
1630679585082,1840
1630679586922,1880
1630679588802,2000
1630679590802,1960
1630679592762,1920
1630679594682,1960
1630679596642,2200
1630679598842,2040
1630679600882,2040
1630679602922,1960
1630679604882,2040
1630679606922,2000
1630679608922,1880
1630679610802,2000
1630679612802,1960
1630679614762,1960
1630679616722,1880
1630679618602,1920
1630679620522,2000
1630679622522,2040
1630679624562,2280
1630679626842,1960
1630679628802,2200
1630679631002,2240
1630679633242,2400
1630679635642,1960
1630679637602,1760
1630679639362,1920
1630679641282,2040
1630679643322,2240
1630679645562,2680
1630679648242,2240
1630679650482,2160
1630679652642,2120
1630679654762,2240
1630679657002,2120
1630679659122,2040
1630679661162,2040
1630679663202,2080
1630679665282,2000
1630679667282,2000
1630679669282,2320
1630679671602,2000
1630679673602,2160
1630679675762,2320
1630679678082,2160
1630679680242,2240
1630679682482,2200
1630679684682,2040
1630679686722,2320
1630679689042,2080
1630679691122,2040
1630679693162,2480
1630679695642,2840
1630679698482,2320
1630679700802,1800
1630679702602,4720
1630679707322,1840
1630679709162,2400
1630679711562,2480
1630679714042,2360
1630679716402,2280
1630679718682,2200
1630679720882,2360
1630679723242,2080
1630679725322,2240
1630679727562,1920
1630679729482,2000
1630679731482,2360
1630679733842,2120
1630679735962,2280
1630679738242,2600
1630679740842,2520
1630679743362,2480
1630679745842,2480
1630679748322,2440
1630679750762,2200
1630679752962,5160
1630679758122,4160
1630679762282,2320
1630679764602,2560
1630679767162,1920
1630679769082,2720
1630679771802,1920
1630679773722,1400
1630679775122,2440
1630679777562,4000
1630679781562,4800
1630679786362,3360
1630679789722,2800
1630679792522,2440
1630679794962,2520
1630679797482,2480
1630679799962,2360
1630679802322,2360
1630679804682,2480
1630679807162,2320
1630679809482,2320
1630679811802,2520
1630679814322,2640
1630679816962,2280
1630679819242,2360
1630679821602,2400
1630679824002,2680
1630679826682,2480
1630679829162,2520
1630679831682,2760
1630679834442,2440
1630679836882,2520
1630679839402,2480
1630679841882,2760
1630679844642,2640
1630679847282,2560
1630679849842,2400
1630679852242,2320
1630679854562,2360
1630679856922,2920
1630679859842,2480
1630679862322,2640
1630679864962,2840
1630679867802,2520
1630679870322,2600
1630679872922,2600
1630679875522,2720
1630679878242,2640
1630679880882,2680
1630679883562,2360
1630679885922,2560
1630679888482,2600
1630679891082,2600
1630679893682,2360
1630679896042,2480
1630679898522,2400
1630679900922,2800
1630679903722,3560
1630679907282,2640
1630679909922,2760
1630679912682,3760
1630679916442,2760
1630679919202,2680
1630679921882,3200
1630679925082,3840
1630679928922,2880
1630679931802,3160
1630679934962,3560
1630679938522,2720
1630679941242,3360
1630679944602,2400
1630679947002,2440
1630679949442,2640
1630679952082,2560
1630679954642,2640
1630679957282,2520
1630679959802,2440
1630679962242,2480
1630679964722,2200
1630679966922,3880
1630679970802,3680
1630679974482,4120
1630679978602,3280
1630679981882,3440
1630679985322,4080
1630679989402,2680
1630679992082,3360
1630679995442,2920
1630679998362,2760
1630680001122,2800
1630680003922,3000
1630680006922,1640
1630680008562,2480
1630680011042,2360
1630680013402,2040
1630680015442,3600
1630680019042,2280
1630680021322,2360
1630680023682,3360
1630680027042,2440
1630680029482,2320
1630680031802,2520
1630680034322,3240
1630680037562,4680
1630680042242,3240
1630680045482,2960
1630680048442,3640
1630680052082,3920
1630680056002,2920
1630680058922,2520
1630680061442,2480
1630680063922,2720
1630680066642,3920
1630680070562,2320
1630680072882,3120
1630680076002,3640
1630680079642,2040
1630680081682,3360
1630680085042,3600
1630680088642,2960
1630680091602,3080
1630680094682,2560
1630680097242,3320
1630680100562,2640
1630680103202,3840
1630680107042,3080
1630680110122,2600
1630680112722,2920
1630680115642,2480
1630680118122,2480
1630680120602,2640
1630680123242,2520
1630680125762,2280
1630680128042,2880
1630680130922,2800
1630680133722,2840
1630680136562,4000
1630680140562,3160
1630680143722,3520
1630680147242,2960
1630680150202,2880
1630680153082,2760
1630680155842,2800
1630680158642,2960
1630680161602,2680
1630680164282,2840
1630680167122,2920
1630680170042,2720
1630680172762,2760
1630680175522,2720
1630680178242,2840
1630680181082,2880
1630680183962,2600
1630680186562,2480
1630680189042,2720
1630680191762,2440
1630680194202,2520
1630680196722,2760
1630680199482,2320
1630680201802,2200
1630680204002,3400
1630680207402,4080
1630680211482,2800
1630680214282,2720
1630680217002,2840
1630680219842,2920
1630680222762,2560
1630680225322,2600
1630680227922,3080
1630680231002,2680
1630680233682,2600
1630680236282,2560
1630680238842,3120
1630680241962,3560
1630680245522,3040
1630680248562,3080
1630680251642,2800
1630680254442,3120
1630680257562,3080
1630680260642,3240
1630680263882,3080
1630680266962,3040
1630680270002,3000
1630680273002,2720
1630680275722,2800
1630680278522,3280
1630680281802,2800
1630680284602,3040
1630680287642,3080
1630680290722,3440
1630680294162,3440
1630680297602,2960
1630680300562,3520
1630680304082,3360
1630680307442,2800
1630680310242,3040
1630680313282,2920
1630680316202,2760
1630680318962,3840
1630680322802,3840
1630680326642,4440
1630680331082,4120
1630680335202,2680
1630680337882,2840
1630680340722,4000
1630680344722,2920
1630680347642,3360
1630680351002,4920
1630680355922,2480
1630680358402,3360
1630680361762,3200
1630680364962,2240
1630680367202,3040
1630680370242,2240
1630680372482,2920
1630680375402,2480
1630680377882,2440
1630680380322,2760
1630680383082,2000
1630680385082,2840
1630680387922,2920
1630680390842,2920
1630680393762,2520
1630680396282,2560
1630680398842,2640
1630680401482,2960
1630680404442,2600
1630680407042,2520
1630680409562,2640
1630680412202,6760
1630680418962,4000
1630680422962,1600
1630680424562,880
1630680425442,5280
1630680430722,2120
1630680432842,2880
1630680435722,3040
1630680438762,2200
1630680440962,2520
1630680443482,2840
1630680446322,2720
1630680449042,2440
1630680451482,3080
1630680454562,3240
1630680457802,2640
1630680460442,2920
1630680463362,2800
1630680466162,2720
1630680468882,3040
1630680471922,2640
1630680474562,2640
1630680477202,3000
1630680480202,3080
1630680483282,2760
1630680486042,2000
1630680488042,3440
1630680491482,3800
1630680495282,2800
1630680498082,4720
1630680502802,4000
1630680506802,1480
1630680508282,2120
1630680510402,2440
1630680512842,2280
1630680515122,6560
1630680521682,2280
1630680523962,6600
1630680530562,1760
1630680532322,2280
1630680534602,4040
1630680538642,7160
1630680545802,4160
1630680549962,13520
1630680563482,8160
1630680571642,12120
1630680583762,4240
1630680588002,6560
1630680594562,5600
1630680600162,13280
