timestamp,green,ir,red
1630678970588,55750,338041,307165
1630678970598,55763,338024,307147
1630678970608,55763,338048,307147
1630678970618,55757,338094,307137
1630678970628,55762,338054,307164
1630678970638,55758,338046,307181
1630678970648,55770,338033,307120
1630678970658,55768,338081,307097
1630678970668,55773,338068,307106
1630678970678,55783,338082,307066
1630678970688,55775,338088,307034
1630678970698,55787,338080,307054
1630678970708,55780,338061,307032
1630678970718,55787,338097,307052
1630678970728,55792,338082,306979
1630678970738,55776,338114,307016
1630678970748,55776,338108,307016
1630678970758,55767,338110,306950
1630678970768,55776,338093,306914
1630678970778,55772,338070,306951
1630678970788,55781,338125,306920
1630678970798,55777,338128,306960
1630678970808,55769,338125,306884
1630678970818,55767,338103,306891
1630678970828,55779,338156,306912
1630678970838,55778,338172,306853
1630678970848,55774,338178,306834
1630678970858,55790,338151,306854
1630678970868,55783,338196,306849
1630678970878,55798,338241,306841
1630678970888,55804,338182,306822
1630678970898,55803,338241,306838
1630678970908,55816,338224,306849
1630678970918,55820,338246,306843
1630678970928,55827,338255,306836
1630678970938,55850,338225,306847
1630678970948,55854,338240,306831
1630678970958,55862,338186,306866
1630678970968,55873,338199,306839
1630678970978,55864,338223,306837
1630678970988,55869,338171,306846
1630678970998,55862,338143,306831
1630678971008,55847,338129,306812
1630678971018,55828,338135,306806
1630678971028,55822,338030,306803
1630678971038,55796,338070,306804
1630678971048,55787,338016,306754
1630678971058,55774,338022,306753
1630678971068,55752,338000,306735
1630678971078,55744,337968,306726
1630678971088,55720,337938,306710
1630678971098,55689,337977,306703
1630678971108,55686,337884,306651
1630678971118,55663,337837,306650
1630678971128,55642,337836,306589
1630678971138,55627,337827,306582
1630678971148,55598,337804,306604
1630678971158,55578,337795,306534
1630678971168,55582,337789,306559
1630678971178,55568,337748,306497
1630678971188,55580,337758,306462
1630678971198,55557,337793,306452
1630678971208,55569,337760,306431
1630678971218,55573,337773,306437
1630678971228,55601,337790,306409
1630678971238,55608,337817,306419
1630678971248,55654,337871,306485
1630678971258,55702,337943,306534
1630678971268,55737,338027,306653
1630678971278,55769,338110,306775
1630678971288,55782,338134,306883
1630678971298,55791,338221,306911
1630678971308,55776,338139,306939
1630678971318,55745,338121,306893
1630678971328,55713,338038,306804
1630678971338,55650,337945,306623
1630678971348,55563,337778,306439
1630678971358,55476,337574,306098
1630678971368,55376,337367,305845
1630678971378,55280,337122,305568
1630678971388,55193,336935,305286
1630678971398,55128,336714,305049
1630678971408,55051,336514,304860
1630678971418,54986,336391,304692
1630678971428,54960,336296,304560
1630678971438,54936,336198,304520
1630678971448,54936,336175,304546
1630678971458,54967,336217,304671
1630678971468,54998,336322,304799
1630678971478,55054,336478,305034
1630678971488,55120,336591,305353
1630678971498,55192,336807,305658
1630678971508,55270,336988,305964
1630678971518,55352,337190,306250
1630678971528,55417,337462,306560
1630678971538,55497,337614,306787
1630678971548,55553,337818,307034
1630678971558,55611,337972,307230
1630678971568,55663,338060,307324
1630678971578,55691,338061,307478
1630678971588,55709,338089,307475
1630678971598,55702,338097,307492
1630678971608,55674,338087,307475
1630678971618,55655,338067,307385
1630678971628,55608,337951,307326
1630678971638,55537,337868,307249
1630678971648,55492,337792,307207
1630678971658,55427,337666,307095
1630678971668,55333,337478,306892
1630678971678,55238,337331,306567
1630678971688,55130,337047,306227
1630678971698,55001,336712,305787
1630678971708,54869,336392,305342
1630678971718,54736,336079,304864
1630678971728,54623,335733,304472
1630678971738,54533,335422,304148
1630678971748,54457,335195,303912
1630678971758,54362,335015,303706
1630678971768,54339,334904,303588
1630678971778,54291,334807,303499
1630678971788,54284,334768,303473
1630678971798,54276,334723,303457
1630678971808,54285,334767,303519
1630678971818,54301,334804,303649
1630678971828,54340,334897,303803
1630678971838,54386,335004,304050
1630678971848,54455,335145,304315
1630678971858,54490,335334,304653
1630678971868,54545,335511,304880
1630678971878,54590,335725,305192
1630678971888,54633,335906,305428
1630678971898,54657,336039,305697
1630678971908,54694,336110,305849
1630678971918,54707,336206,305976
1630678971928,54693,336243,306071
1630678971938,54704,336298,306103
1630678971948,54684,336297,306148
1630678971958,54685,336282,306120
1630678971968,54660,336229,306057
1630678971978,54629,336248,306032
1630678971988,54588,336195,305974
1630678971998,54542,336144,305878
1630678972008,54503,335993,305712
1630678972018,54447,335929,305606
1630678972028,54401,335801,305483
1630678972038,54342,335726,305286
1630678972048,54292,335603,305048
1630678972058,54250,335566,304942
1630678972068,54214,335433,304792
1630678972078,54165,335301,304598
1630678972088,54151,335254,304548
1630678972098,54122,335186,304480
1630678972108,54127,335175,304411
1630678972118,54113,335218,304435
1630678972128,54115,335182,304454
1630678972138,54121,335244,304471
1630678972148,54142,335268,304493
1630678972158,54147,335286,304530
1630678972168,54172,335316,304619
1630678972178,54179,335324,304666
1630678972188,54200,335331,304754
1630678972198,54206,335335,304785
1630678972208,54189,335300,304848
1630678972218,54167,335297,304864
1630678972228,54139,335242,304902
1630678972238,54107,335244,304885
1630678972248,54061,335196,304901
1630678972258,54010,335118,304873
1630678972268,53987,335051,304877
1630678972278,53915,335009,304839
1630678972288,53874,334974,304842
1630678972298,53835,334905,304793
1630678972308,53800,334813,304754
1630678972318,53741,334789,304748
1630678972328,53694,334724,304713
1630678972338,53648,334647,304618
1630678972348,53600,334583,304604
1630678972358,53564,334567,304560
1630678972368,53519,334492,304571
1630678972378,53474,334416,304495
1630678972388,53445,334405,304492
1630678972398,53407,334375,304491
1630678972408,53384,334364,304468
1630678972418,53362,334360,304433
1630678972428,53348,334284,304469
1630678972438,53336,334306,304414
1630678972448,53310,334273,304432
1630678972458,53296,334207,304405
1630678972468,53276,334234,304435
1630678972478,53267,334252,304433
1630678972488,53233,334205,304408
1630678972498,53227,334164,304378
1630678972508,53209,334197,304374
1630678972518,53195,334188,304359
1630678972528,53174,334176,304404
1630678972538,53161,334125,304377
1630678972548,53158,334156,304389
1630678972558,53143,334133,304376
1630678972568,53124,334072,304393
1630678972578,53119,334124,304357
1630678972588,53107,334141,304398
1630678972598,53089,334147,304384
1630678972608,53079,334167,304374
1630678972618,53067,334103,304357
1630678972628,53050,334119,304368
1630678972638,53047,334127,304429
1630678972648,53059,334156,304405
1630678972658,53049,334123,304382
1630678972668,53039,334162,304405
1630678972678,53035,334197,304418
1630678972688,53039,334243,304434
1630678972698,53050,334213,304425
1630678972708,53057,334212,304473
1630678972718,53049,334203,304444
1630678972728,53075,334228,304450
1630678972738,53058,334264,304494
1630678972748,53076,334260,304536
1630678972758,53076,334331,304536
1630678972768,53080,334331,304514
1630678972778,53077,334350,304572
1630678972788,53095,334312,304550
1630678972798,53088,334342,304542
1630678972808,53091,334399,304612
1630678972818,53095,334342,304577
1630678972828,53107,334348,304608
1630678972838,53104,334346,304577
1630678972848,53111,334350,304562
1630678972858,53098,334310,304570
1630678972868,53105,334305,304515
