timestamp,is_touching
1630680376106,1
1630680376231,1
1630680376309,1
1630680376449,1
1630680376515,1
1630680376624,1
1630680376703,1
1630680376843,1
1630680376921,1
1630680377015,1
1630680377108,1
1630680377202,1
1630680377280,1
1630680377468,1
1630680377530,1
1630680377627,1
1630680377721,1
1630680377814,1
1630680377924,1
1630680378049,1
1630680378142,1
1630680378243,1
1630680378352,1
1630680378415,1
1630680378540,1
1630680378684,1
1630680378746,1
1630680378887,1
1630680378934,1
1630680379043,1
1630680379137,1
1630680379293,1
1630680379402,1
1630680379465,1
1630680379607,1
1630680379670,1
1630680379764,1
1630680379904,1
1630680379998,1
1630680380107,1
1630680380170,1
1630680380263,1
1630680380373,1
1630680380498,1
1630680380591,1
1630680380656,1
1630680380797,1
1630680380859,1
1630680380953,1
1630680381093,1
1630680381203,1
1630680381359,1
1630680381390,1
1630680381484,1
1630680381593,1
1630680381718,1
1630680381812,1
1630680381921,1
1630680382015,1
1630680382109,1
1630680382202,1
1630680382312,1
1630680382407,1
1630680382517,1
1630680382611,1
1630680382721,1
1630680382767,1
1630680382924,1
1630680383033,1
1630680383111,1
1630680383220,1
1630680383314,1
1630680383423,1
1630680383548,1
1630680383642,1
1630680383736,1
1630680383830,1
1630680383923,1
1630680384001,1
1630680384158,1
1630680384236,1
1630680384329,1
1630680384423,1
1630680384534,1
1630680384628,1
1630680384769,1
1630680384862,1
1630680384956,1
1630680385019,1
1630680385128,1
1630680385222,1
1630680385362,1
1630680385472,1
1630680385568,1
1630680385677,1
1630680385771,1
1630680385818,1
1630680385959,1
1630680386052,1
1630680386162,1
1630680386255,1
1630680386365,1
1630680386459,1
1630680386602,1
1630680386664,1
1630680386773,1
1630680386867,1
1630680386945,1
1630680387070,1
1630680387211,1
1630680387289,1
1630680387398,1
1630680387461,1
1630680387601,1
1630680387698,1
1630680387838,1
1630680387901,1
1630680387997,1
1630680388121,1
1630680388184,1
1630680388278,1
1630680388402,1
1630680388496,1
1630680388590,1
1630680388701,1
1630680388795,1
1630680388889,1
1630680389029,1
1630680389123,1
1630680389201,1
1630680389295,1
1630680389404,1
1630680389498,1
1630680389641,1
1630680389719,1
1630680389844,1
1630680389922,1
1630680390000,1
1630680390094,1
1630680390265,1
1630680390328,1
1630680390437,1
1630680390531,1
1630680390625,1
1630680390706,1
1630680390846,1
1630680390940,1
1630680391065,1
1630680391128,1
1630680391221,1
1630680391331,1
1630680391456,1
1630680391565,1
1630680391673,1
1630680391755,1
1630680391833,1
1630680391989,1
1630680392067,1
1630680392161,1
1630680392254,1
1630680392364,1
1630680392473,1
1630680392536,1
1630680392661,1
1630680392770,1
1630680392885,1
1630680392944,1
1630680393022,1
1630680393162,1
1630680393302,1
1630680393382,1
1630680393460,1
1630680393571,1
1630680393679,1
1630680393743,1
1630680393913,1
1630680393972,1
1630680394067,1
1630680394175,1
1630680394279,1
1630680394373,1
1630680394498,1
1630680394576,1
1630680394701,1
1630680394780,1
1630680394894,1
1630680394972,1
1630680395113,1
1630680395223,1
1630680395314,1
1630680395408,1
1630680395498,1
1630680395592,1
1630680395716,1
1630680395826,1
1630680395919,1
1630680395999,1
1630680396094,1
1630680396204,1
1630680396360,1
1630680396407,1
1630680396520,1
1630680396614,1
1630680396723,1
1630680396817,1
1630680396957,1
1630680397036,1
1630680397147,1
1630680397210,1
1630680397303,1
1630680397413,1
1630680397553,1
1630680397647,1
1630680397740,1
1630680397850,1
1630680397912,1
1630680398006,1
1630680398146,1
1630680398256,1
1630680398350,1
1630680398444,1
1630680398522,1
1630680398615,1
1630680398782,1
1630680398844,1
1630680398938,1
1630680399079,1
1630680399142,1
1630680399251,1
1630680399392,1
1630680399486,1
1630680399567,1
1630680399660,1
1630680399738,1
1630680399848,1
1630680400004,1
1630680400098,1
1630680400176,1
1630680400270,1
1630680400363,1
1630680400473,1
1630680400601,1
1630680400694,1
1630680400804,1
1630680400898,1
1630680400944,1
1630680401085,1
1630680401214,1
1630680401291,1
1630680401385,1
1630680401494,1
1630680401592,1
1630680401654,1
1630680401827,1
1630680401936,1
1630680401998,1
1630680402092,1
1630680402217,1
1630680402280,1
1630680402420,1
1630680402514,1
1630680402610,1
1630680402704,1
1630680402813,1
1630680402891,1
1630680403047,1
1630680403109,1
1630680403219,1
1630680403312,1
1630680403453,1
1630680403515,1
1630680403659,1
1630680403768,1
1630680403831,1
1630680403971,1
1630680404034,1
1630680404128,1
1630680404253,1
1630680404346,1
1630680404440,1
1630680404534,1
1630680404628,1
1630680404737,1
1630680404862,1
1630680404971,1
1630680405065,1
1630680405174,1
1630680405237,1
1630680405331,1
1630680405473,1
1630680405551,1
1630680405676,1
1630680405754,1
1630680405832,1
1630680405973,1
1630680406107,1
1630680406169,1
1630680406279,1
1630680406373,1
1630680406451,1
1630680406564,1
1630680406704,1
1630680406798,1
1630680406860,1
1630680407001,1
1630680407063,1
1630680407173,1
1630680407329,1
1630680407391,1
1630680407503,1
1630680407597,1
1630680407659,1
1630680407769,1
1630680407940,1
1630680408034,1
1630680408097,1
1630680408190,1
1630680408300,1
1630680408362,1
1630680408536,1
1630680408630,1
1630680408692,1
1630680408786,1
1630680408927,1
1630680408974,1
1630680409114,1
1630680409208,1
1630680409317,1
1630680409411,1
1630680409520,1
1630680409585,1
1630680409757,1
1630680409850,1
1630680409913,1
1630680410007,1
1630680410116,1
1630680410210,1
1630680410350,1
1630680410444,1
1630680410553,1
1630680410618,1
1630680410759,1
1630680410806,1
1630680410946,1
1630680411040,1
1630680411149,1
1630680411259,1
1630680411337,1
1630680411446,1
1630680411587,1
1630680411681,1
1630680411743,1
1630680411884,1
1630680411978,1
1630680412056,1
1630680412180,1
1630680412290,1
1630680412384,1
1630680412449,1
1630680412543,1
1630680412652,1
1630680412793,1
1630680412871,1
1630680412980,1
1630680413043,1
1630680413168,1
1630680413261,1
1630680413402,1
1630680413498,1
1630680413592,1
1630680413655,1
1630680413764,1
1630680413858,1
1630680414014,1
1630680414092,1
1630680414186,1
1630680414295,1
1630680414389,1
1630680414483,1
1630680414610,1
1630680414704,1
1630680414813,1
1630680414875,1
1630680414985,1
1630680415079,1
1630680415219,1
1630680415328,1
1630680415438,1
1630680415500,1
1630680415596,1
1630680415690,1
1630680415830,1
1630680415940,1
1630680416033,1
1630680416127,1
1630680416190,1
1630680416330,1
1630680416455,1
1630680416552,1
1630680416614,1
1630680416724,1
1630680416817,1
1630680416942,1
1630680417067,1
1630680417130,1
1630680417223,1
1630680417333,1
1630680417442,1
1630680417520,1
1630680417664,1
1630680417742,1
1630680417852,1
1630680417945,1
1630680418023,1
1630680418133,1
1630680418258,1
1630680418383,1
1630680418445,1
1630680418555,1
1630680418650,1
1630680418760,1
1630680418885,1
1630680418978,1
1630680419072,1
1630680419150,1
1630680419260,1
1630680419338,1
1630680419494,1
1630680419572,1
1630680419669,1
1630680419747,1
1630680419872,1
1630680419997,1
1630680420122,1
1630680420200,1
1630680420294,1
1630680420404,1
1630680420513,1
1630680420591,1
1630680420703,1
1630680420796,1
1630680420906,1
1630680420999,1
1630680421109,1
1630680421156,1
1630680421327,1
1630680421406,1
1630680421499,1
1630680421609,1
1630680421687,1
1630680421796,1
1630680421921,1
1630680422015,1
1630680422124,1
1630680422202,1
1630680422312,1
1630680422405,1
1630680422562,1
1630680422640,1
1630680422737,1
1630680422800,1
1630680422924,1
1630680423034,1
1630680423159,1
1630680423253,1
1630680423362,1
1630680423456,1
1630680423521,1
1630680423630,1
1630680423755,1
1630680423849,1
1630680423958,1
1630680424067,1
1630680424130,1
1630680424224,1
1630680424364,1
1630680424458,1
1630680424551,1
1630680424664,1
1630680424757,1
1630680424836,1
1630680424961,1
1630680425070,1
1630680425164,1
1630680425257,1
1630680425367,1
1630680425461,1
1630680425594,1
1630680425703,1
1630680425766,1
1630680425858,1
1630680425953,1
1630680426062,1
1630680426186,1
1630680426279,1
1630680426388,1
1630680426448,1
1630680426560,1
1630680426653,1
1630680426776,1
1630680426901,1
1630680426995,1
1630680427073,1
1630680427175,1
1630680427284,1
1630680427409,1
1630680427519,1
1630680427612,1
1630680427709,1
1630680427787,1
1630680427880,1
1630680428005,1
1630680428115,1
1630680428240,1
1630680428302,1
1630680428380,1
1630680428521,1
1630680428677,1
1630680428708,1
1630680428818,1
1630680428911,1
1630680429005,1
1630680429114,1
1630680429239,1
1630680429349,1
1630680429411,1
1630680429508,1
1630680429617,1
1630680429711,1
1630680429836,1
1630680429945,1
1630680430039,1
1630680430144,1
1630680430238,1
1630680430316,1
1630680430472,1
1630680430537,1
1630680430647,1
1630680430740,1
1630680430834,1
1630680430912,1
1630680431084,1
1630680431178,1
1630680431240,1
1630680431350,1
1630680431448,1
1630680431549,1
1630680431674,1
1630680431783,1
1630680431877,1
1630680431986,1
1630680432080,1
1630680432143,1
1630680432314,1
1630680432377,1
1630680432517,1
1630680432583,1
1630680432677,1
1630680432740,1
1630680432880,1
1630680432974,1
1630680433083,1
1630680433208,1
1630680433287,1
1630680433349,1
1630680433505,1
1630680433617,1
1630680433664,1
1630680433773,1
1630680433882,1
1630680433976,1
1630680434117,1
1630680434211,1
1630680434305,1
1630680434368,1
1630680434508,1
1630680434587,1
1630680434742,1
1630680434805,1
1630680434914,1
1630680435024,1
1630680435117,1
1630680435180,1
1630680435352,1
1630680435445,1
1630680435523,1
1630680435602,1
1630680435716,1
1630680435810,1
1630680435950,1
1630680436044,1
1630680436138,1
1630680436216,1
1630680436341,1
1630680436403,1
1630680436575,1
1630680436670,1
1630680436734,1
1630680436828,1
1630680436937,1
1630680437000,1
1630680437172,1
1630680437265,1
1630680437375,1
1630680437437,1
1630680437547,1
1630680437640,1
1630680437767,1
1630680437861,1
1630680437970,1
1630680438033,1
1630680438127,1
1630680438236,1
1630680438408,1
1630680438470,1
1630680438564,1
1630680438673,1
1630680438767,1
1630680438861,1
1630680438986,1
1630680439095,1
1630680439189,1
1630680439251,1
1630680439361,1
1630680439455,1
1630680439579,1
1630680439689,1
1630680439783,1
1630680439892,1
1630680439986,1
1630680440048,1
1630680440220,1
1630680440314,1
1630680440392,1
1630680440501,1
1630680440579,1
1630680440673,1
1630680440798,1
1630680440907,1
1630680441001,1
1630680441095,1
1630680441179,1
1630680441288,1
1630680441444,1
1630680441507,1
1630680441600,1
1630680441713,1
1630680441807,1
1630680441916,1
1630680442025,1
1630680442119,1
1630680442197,1
1630680442306,1
1630680442418,1
1630680442528,1
1630680442637,1
1630680442731,1
1630680442840,1
1630680442934,1
1630680443012,1
1630680443090,1
1630680443262,1
1630680443340,1
1630680443437,1
1630680443546,1
1630680443640,1
1630680443734,1
1630680443874,1
1630680443968,1
1630680444046,1
1630680444140,1
1630680444234,1
1630680444344,1
1630680444468,1
1630680444578,1
1630680444655,1
1630680444796,1
1630680444890,1
1630680444921,1
1630680445077,1
1630680445202,1
1630680445265,1
1630680445358,1
1630680445453,1
1630680445562,1
1630680445687,1
1630680445796,1
1630680445890,1
1630680445983,1
1630680446061,1
1630680446155,1
1630680446280,1
1630680446374,1
1630680446483,1
1630680446594,1
1630680446690,1
1630680446753,1
1630680446893,1
1630680447003,1
1630680447112,1
1630680447175,1
1630680447284,1
1630680447378,1
1630680447505,1
1630680447599,1
1630680447708,1
1630680447802,1
1630680447895,1
1630680447989,1
1630680448130,1
1630680448239,1
1630680448301,1
1630680448413,1
1630680448507,1
1630680448616,1
1630680448757,1
1630680448851,1
1630680448944,1
1630680449007,1
1630680449116,1
1630680449210,1
1630680449348,1
1630680449442,1
1630680449533,1
1630680449624,1
1630680449718,1
1630680449794,1
1630680449966,1
1630680450029,1
1630680450127,1
1630680450217,1
1630680450310,1
1630680450447,1
1630680450544,1
1630680450653,1
1630680450747,1
1630680450841,1
1630680450919,1
1630680451063,1
1630680451188,1
1630680451297,1
1630680451361,1
1630680451462,1
1630680451554,1
1630680451654,1
1630680451780,1
1630680451921,1
1630680451952,1
1630680452048,1
1630680452141,1
1630680452251,1
1630680452376,1
1630680452454,1
1630680452583,1
1630680452724,1
1630680452755,1
1630680452833,1
1630680452989,1
1630680453145,1
1630680453192,1
1630680453317,1
1630680453411,1
1630680453473,1
1630680453615,1
1630680453709,1
1630680453803,1
1630680453897,1
1630680453995,1
1630680454088,1
1630680454229,1
1630680454354,1
1630680454417,1
1630680454526,1
1630680454604,1
1630680454700,1
1630680454825,1
1630680454934,1
1630680455012,1
1630680455090,1
1630680455241,1
1630680455304,1
