timestamp,gx,gy,gz
1630678967095,4.493560791015625,-12.463836669921877,2.788848876953125
1630678967095,4.9945068359375,-11.865692138671877,1.36077880859375
1630678967095,4.8748779296875,-12.433929443359377,1.79443359375
1630678967173,4.53094482421875,-12.030181884765623,3.30474853515625
1630678967173,4.725341796875,-9.921722412109377,3.9178466796875
1630678967173,4.568328857421875,-7.85064697265625,4.747772216796875
1630678967204,4.3963623046875,0.635528564453125,5.09918212890625
1630678967204,4.508514404296875,-1.338348388671875,5.30853271484375
1630678967219,4.486083984375,-5.0244140625,5.106658935546875
1630678967329,4.41131591796875,1.428070068359375,5.899200439453125
1630678967329,4.5458984375,2.52716064453125,5.87677001953125
1630678967329,4.493560791015625,2.355194091796875,6.228179931640625
1630678967329,4.179534912109375,0.299072265625,5.271148681640625
1630678967329,4.1571044921875,2.34771728515625,4.9945068359375
1630678967329,3.94775390625,1.428070068359375,4.88983154296875
1630678967391,3.252410888671875,-2.504730224609375,4.50103759765625
1630678967391,3.51409912109375,-1.323394775390625,4.74029541015625
1630678967391,3.745880126953125,-3.581390380859375,4.007568359375
1630678967423,4.05242919921875,-4.62066650390625,3.48419189453125
1630678967423,3.99261474609375,-5.749664306640625,2.37762451171875
1630678967423,4.074859619140625,-5.203857421875,2.99072265625
1630678967454,4.149627685546875,-6.160888671875,1.734619140625
1630678967454,4.78515625,-7.7459716796875,1.31591796875
1630678967454,4.344024658203125,-6.32537841796875,1.173858642578125
1630678967548,5.72723388671875,-13.3087158203125,0.082244873046875
1630678967548,5.375823974609375,-9.3609619140625,0.777587890625
1630678967548,5.734710693359375,-11.925506591796877,0.34393310546875
1630678967628,7.484283447265625,-9.989013671875,0.530853271484375
1630678967628,7.185211181640625,-12.194671630859377,0.082244873046875
1630678967628,6.280517578125,-13.218994140625,0.067291259765625
1630678967674,7.13287353515625,-8.620758056640625,1.07666015625
1630678967674,7.16278076171875,-6.77398681640625,1.742095947265625
1630678967674,6.661834716796875,-5.540313720703125,2.22808837890625
1630678967706,5.6524658203125,-3.327178955078125,4.358978271484375
1630678967706,6.0711669921875,-3.626251220703125,3.581390380859375
1630678967706,6.108551025390625,-4.329071044921875,2.669219970703125
1630678967815,5.301055908203125,-2.82623291015625,4.807586669921875
1630678967815,4.47113037109375,-3.66363525390625,4.127197265625
1630678967815,5.24871826171875,-2.91595458984375,4.80010986328125
1630678967815,4.897308349609375,-3.686065673828125,5.14404296875
1630678967831,4.702911376953125,-3.910369873046875,4.964599609375
1630678967831,4.94964599609375,-4.074859619140625,4.5458984375
1630678967893,5.046844482421875,-2.803802490234375,3.760833740234375
1630678967893,5.704803466796875,-2.82623291015625,3.887939453125
1630678967893,4.50103759765625,-3.63372802734375,3.768310546875
1630678967956,5.72723388671875,-3.820648193359375,4.50103759765625
1630678967971,5.241241455078125,-4.8748779296875,4.358978271484375
1630678967971,4.687957763671875,-5.674896240234375,4.007568359375
1630678968018,4.344024658203125,-6.108551025390625,4.23187255859375
1630678968018,4.403839111328125,-6.05621337890625,4.0374755859375
1630678968018,4.643096923828125,-5.45806884765625,4.224395751953125
1630678968159,4.42626953125,-5.046844482421875,4.246826171875
1630678968159,3.880462646484375,-4.246826171875,4.007568359375
1630678968159,4.0972900390625,-3.611297607421875,3.865509033203125
1630678968174,4.119720458984375,-3.54400634765625,3.925323486328125
1630678968174,4.23187255859375,-2.026214599609375,3.820648193359375
1630678968174,4.209442138671875,-4.0972900390625,3.84307861328125
1630678968221,5.5328369140625,-1.973876953125,3.626251220703125
1630678968221,5.570220947265625,-2.76641845703125,3.476715087890625
1630678968221,4.97955322265625,-1.487884521484375,3.6785888671875
1630678968315,5.929107666015625,-5.286102294921875,3.790740966796875
1630678968315,5.929107666015625,-3.4991455078125,3.46923828125
1630678968315,5.75714111328125,-3.96270751953125,3.72344970703125
1630678968393,5.682373046875,-4.9945068359375,3.312225341796875
1630678968393,5.704803466796875,-5.9814453125,3.327178955078125
1630678968393,5.8917236328125,-6.2506103515625,3.46923828125
1630678968424,5.988922119140625,-2.88604736328125,3.39447021484375
1630678968424,3.93280029296875,6.422576904296875,4.78515625
1630678968424,6.003875732421875,0.665435791015625,3.551483154296875
1630678968424,3.072967529296875,7.25250244140625,4.523468017578125
1630678968424,5.301055908203125,3.2598876953125,4.26177978515625
1630678968424,4.358978271484375,5.480499267578125,4.74029541015625
1630678968565,1.24114990234375,7.7459716796875,3.75335693359375
1630678968565,2.6019287109375,7.274932861328125,4.05242919921875
1630678968565,1.9140625,7.274932861328125,4.015045166015625
1630678968596,-0.777587890625,5.226287841796875,5.00946044921875
1630678968596,-1.248626708984375,2.803802490234375,4.942169189453125
1630678968596,-1.652374267578125,1.256103515625,4.53094482421875
1630678968612,-0.037384033203125,7.34222412109375,3.99261474609375
1630678968612,0.73272705078125,7.7459716796875,3.78326416015625
1630678968612,-0.43365478515625,6.7889404296875,4.702911376953125
1630678968677,-2.400054931640625,-1.876678466796875,3.880462646484375
1630678968677,-2.459869384765625,-3.162689208984375,3.8580322265625
1630678968677,-2.325286865234375,-0.5084228515625,4.05242919921875
1630678968708,-2.519683837890625,-4.0673828125,3.671112060546875
1630678968708,-2.624359130859375,-4.867401123046875,3.30474853515625
1630678968708,-2.863616943359375,-4.299163818359375,3.63372802734375
1630678968802,-3.357086181640625,-2.743988037109375,4.38140869140625
1630678968818,-4.0972900390625,-0.635528564453125,4.97955322265625
1630678968818,-5.38330078125,1.742095947265625,6.183319091796875
1630678968833,-8.815155029296875,8.77777099609375,10.826416015625
1630678968833,-7.43194580078125,5.75714111328125,8.142242431640625
1630678968833,-10.12359619140625,12.134857177734377,12.51617431640625
1630678968911,-11.12548828125,13.091888427734377,14.467620849609377
1630678968911,-9.7198486328125,13.435821533203123,13.6376953125
1630678968927,-10.983428955078123,13.0694580078125,13.936767578125
1630678969021,3.626251220703125,7.245025634765625,5.061798095703125
1630678969021,0.777587890625,10.250701904296877,7.2076416015625
1630678969036,-2.086029052734375,11.5740966796875,8.912353515625
1630678969036,5.7122802734375,4.0374755859375,3.2000732421875
1630678969036,-4.972076416015625,11.76849365234375,10.7366943359375
1630678969036,-7.596435546875,12.501220703125,12.32177734375
1630678969130,8.03009033203125,-4.568328857421875,0.67291259765625
1630678969130,7.1478271484375,-0.0299072265625,1.9140625
1630678969130,8.47869873046875,-8.23944091796875,-0.650482177734375
1630678969146,8.471221923828125,-10.36285400390625,-1.495361328125
1630678969161,8.2843017578125,-11.5142822265625,-1.248626708984375
1630678969161,7.8057861328125,-11.544189453125,-0.485992431640625
1630678969192,5.779571533203125,-8.98712158203125,2.332763671875
1630678969192,5.375823974609375,-7.873077392578125,3.39447021484375
1630678969192,6.930999755859375,-10.056304931640623,0.740203857421875
1630678969333,5.03936767578125,-5.78704833984375,3.93280029296875
1630678969349,6.078643798828125,-2.4224853515625,4.53094482421875
